cc_num,amt,first,last,street,city,zip,lat,long,city_pop,job,dob_year,dob_month,log_amount,distance_from_origin,is_fraud
4181833256558614016,6.69,154,322,678,602,87558,36.6659,-105.4694,606,410,1988,9,2.0399207835175526,111.66101629113896,0
568279015842,86.67,230,175,549,129,58015,46.5522,-96.7909,291,428,1991,5,4.473579765600494,107.40384372847183,0
180011453250192,549.72,74,104,643,495,61272,41.2153,-90.9879,1504,263,1993,10,6.311226513023175,99.88743114376302,0
180036456789979,101.15,210,356,849,39,53801,42.9207,-91.0685,878,377,1974,11,4.626442321263631,100.67600598325303,0
4170689372027579,6.81,273,133,728,211,73034,35.6665,-97.4798,116001,269,1993,5,2.0554049638515948,103.79985852731207,0
375248307838179,9.18,168,267,385,698,26237,38.8564,-80.158,571,3,1967,9,2.3204250111223765,89.07931738041104,0
30044330818990,63.25,8,12,769,244,33967,26.4722,-81.8122,224256,305,1985,8,4.162781723775329,85.98844946665803,0
4951647200979051,16.7,190,271,673,403,62856,37.9943,-88.9417,324,390,1976,6,2.8735646395797834,96.71707621397579,0
630451534402,6.95,254,88,507,770,49895,46.3535,-86.6345,765,226,1972,6,2.0731719286662407,98.25570493615116,0
4681601008538160,29.45,300,91,685,478,26041,39.9148,-80.731,16183,316,1977,8,3.416085994155906,90.05934499006752,0
4260128500325,70.11,326,136,32,185,41812,37.2409,-82.7696,230,95,1997,8,4.2642279738954265,90.76172826125558,0
180081032825079,1.19,70,59,765,200,38740,34.047,-90.7652,466,447,1955,4,0.7839015438284094,96.94080534037253,0
676372984911,8.68,320,267,338,224,66941,39.7562,-98.4462,242,442,1987,7,2.2700619012884857,106.17066324027556,0
581293083266,48.29,327,392,369,377,73754,36.385,-98.0727,1078,321,1989,10,3.8977212207172864,104.60460176440614,0
30103132002433,49.4,291,269,857,474,16858,41.0001,-78.2357,3688,123,1987,10,3.919991175077323,88.32798511513776,0
3575789281659026,34.12,206,436,679,124,64019,38.7897,-93.8702,2368,137,1989,7,3.558770768766916,101.56896806667872,0
4810839835482793984,6.07,54,316,399,772,64874,36.7651,-94.0492,760,339,1985,8,1.9558604799084813,100.9798227303356,0
6593250708747804,27.33,225,268,213,416,33470,26.7383,-80.276,26551,305,1977,1,3.3439213138424253,84.61189551646979,0
2233882705243596,39.19,141,343,599,690,39769,33.357,-89.0473,1923,271,1960,1,3.6936182084611096,95.0900157024385,0
4467456915153312256,4.5,264,287,675,700,33620,28.06,-82.4079,717255,456,1966,9,1.7047480922384253,87.05415316003021,0
4092452671396169728,28.52,148,401,439,73,28423,34.3091,-78.3372,2290,145,1945,12,3.385067999732272,85.52094039853631,0
6011681934117244,125.31,176,290,81,665,37165,36.2835,-87.4581,70,328,1956,6,4.8387392027858835,94.68585759161714,0
676195318214,8.37,38,329,839,12,77412,29.6047,-96.5249,106,130,1983,7,2.2375130962503307,100.9628376290009,0
4449530933957323,56.08,113,260,740,713,94971,38.2427,-122.9145,337,295,1954,7,4.0444537926086355,128.72637031137015,0
4500002361389,54.01,167,293,761,722,21865,38.2833,-75.8465,470,285,1965,4,4.007514986887367,84.96059451969484,0
3598304579370089,62.74,322,122,15,776,67232,37.6395,-97.1714,409656,209,1985,12,4.15481230898919,104.20658778700125,0
4129767952109660,64.41,61,17,217,286,56548,47.3551,-96.798,771,383,1972,6,4.180675151973121,107.76065283771253,0
501899453424,13.38,154,100,50,249,35903,33.9845,-85.9077,67082,58,1970,1,2.6658383522929006,92.38549214860524,0
213193596103206,48.44,140,193,655,575,49775,45.7549,-84.447,95,136,1994,2,3.900759813149435,96.0458571881682,0
567868110212,22.57,85,397,696,326,77007,29.7736,-95.4034,2906700,101,1984,12,3.1599747169480397,99.94136275096514,0
377993105397617,2.99,241,244,527,531,54154,44.8755,-88.1555,5548,278,1975,9,1.3837912309017721,98.92018338286682,0
5289285402893489,8.77,10,1,70,50,97107,45.5197,-123.8761,1530,84,1986,11,2.2793164660546914,131.97473712533017,0
377550167323848,60.85,189,416,766,34,4210,44.0948,-70.239,23045,443,1958,9,4.124712098838497,82.93291570926468,0
3543299015720986,13.39,16,429,112,391,24266,36.8809,-82.0956,9521,418,1977,10,2.6665335208992764,89.99937957658375,0
345389171551808,5.63,175,129,502,142,38922,33.9215,-89.6782,3451,182,1984,5,1.891604804197771,95.87933936719631,0
372382441451095,15.65,41,390,455,579,12466,41.8948,-73.9767,2471,209,1966,1,2.8124102164264526,85.01603619276777,0
3559160581764413,77.75,7,23,623,634,14778,42.2701,-78.6847,1453,445,1974,2,4.366278277705742,89.31989346220696,0
4464457352619,38.66,39,346,93,385,32323,29.8826,-84.5964,217,429,1990,1,3.68034312309165,89.71912101508798,0
3531129874770000,74.91,284,273,840,83,5733,43.8065,-73.0882,5895,386,1975,7,4.3295484280286765,85.21088206027443,0
4390966588600992768,17.07,196,370,715,534,73134,35.6174,-97.5583,640470,11,1966,6,2.8942531046041373,103.85673344396116,0
630441765090,248.79,294,420,676,437,76857,31.9571,-98.9656,1791,102,1965,7,5.520620564864553,103.99733758019961,0
345389171551808,32.52,175,129,502,142,38922,33.9215,-89.6782,3451,182,1984,5,3.5121422756138823,95.87933936719631,0
4810789809665942528,21.07,174,357,795,79,45307,39.5756,-83.7153,338,357,1988,7,3.094219220268645,92.5984857837859,0
30273037698427,64.29,15,311,57,703,72165,35.5762,-91.4539,111,55,2000,6,4.178838885198542,98.12992322248093,0
4501449508569485,556.5,248,409,200,238,57439,45.32899999999999,-98.0837,52,44,1990,5,6.323462503334274,108.05151755847761,0
4859525594182537,6.69,258,114,357,196,13755,42.0716,-75.0152,1228,350,1990,2,2.0399207835175526,86.00755639826072,0
3540075240003197,3.66,63,201,777,408,55046,44.4477,-93.4252,5211,70,1987,1,1.5390154481375546,103.4594898031592,0
38295635583927,90.51,50,43,809,525,79539,33.3749,-99.8473,178,455,1983,6,4.516448255927287,105.27757248008714,0
3576431665303017,4.81,154,417,644,569,85020,33.5623,-112.0559,1312922,98,1981,10,1.7595805708638197,116.97415400890917,0
3526826139003047,9.16,241,246,521,234,49632,44.2529,-85.017,1126,190,1955,7,2.318458442150336,95.84471528159494,0
213195754007681,65.38,330,5,615,536,52576,41.2001,-92.1354,568,85,1969,7,4.195395806291828,100.92759866939271,0
6511349151405438,24.25,265,291,666,630,89319,39.3426,-114.8859,450,235,1946,8,3.228826155721369,121.43562160078895,0
213141712584544,80.26,212,87,660,241,39073,32.153,-90.1217,19685,183,1984,12,4.397653890559581,95.68561135243898,0
6534628260579800,2.14,66,165,273,317,5461,44.3346,-73.098,4542,78,1998,3,1.144222799920162,85.49195494992497,0
3533742182628021,2.44,265,171,751,351,29455,32.8357,-79.8217,20478,267,1997,6,1.235471471385307,86.3115692441054,0
6011975266774121,248.18,128,410,44,21,21405,39.0305,-76.5515,92106,1,1943,5,5.518175526870717,85.92736515511226,0
4302480582202074,1.47,84,346,721,490,49440,43.2326,-86.2492,128715,212,1995,5,0.9042181506398859,96.47788453008286,0
4900628639996,8.03,229,202,78,522,90650,33.9056,-118.0818,105549,184,1973,9,2.200552367428894,122.85316928187079,0
3573386445588324,5.88,291,285,474,42,57426,45.7205,-98.5534,63,415,1969,10,1.9286186519452522,108.6422421151644,0
4378993458389626,9.86,315,170,134,153,3818,43.9742,-71.1503,3807,408,1999,10,2.3850863145057892,83.64266528351426,0
30561214688470,128.67,122,281,384,10,18103,40.5891,-75.4645,166081,388,1998,10,4.864992761560793,85.68760586607611,0
345933964507467,64.89,53,98,248,771,21872,38.4121,-75.2811,718,365,1985,3,4.187986684925728,84.51469365512722,0
503874407318,5.96,15,258,382,641,78248,29.5894,-98.5201,1595797,174,1975,12,1.9401794743463283,102.8675978934572,0
501802953619,18.55,265,121,300,274,96037,41.5403,-122.9366,308,53,1958,9,2.972975286431375,129.76518848924775,0
60495593109,69.35,255,98,408,173,75210,32.7699,-96.743,1263321,427,1942,11,4.253482783560398,102.14242211250915,0
3582754887089201,78.75,306,261,393,509,71960,34.4596,-93.6743,1383,258,1966,8,4.378896741664954,99.81151493014221,0
4716561796955522,5.29,201,7,88,303,59448,48.2777,-112.8456,743,457,1972,5,1.8389610707123492,122.7390148104913,0
503848303379,4.96,126,413,246,636,33956,26.529,-82.0916,3776,402,1976,9,1.7850704810772584,86.27177192778645,0
4599285557366057,80.96,218,433,2,104,67020,38.0261,-97.6666,1689,193,1997,11,4.406231323370699,104.80815348421133,0
4265776278887457,15.99,66,30,609,223,72047,35.2087,-92.2123,969,314,1954,1,2.8326249356838407,98.70542450635628,0
180036456789979,195.65,210,356,849,39,53801,42.9207,-91.0685,878,377,1974,11,5.281425498877819,100.67600598325303,0
4681601008538160,24.72,300,91,685,478,26041,39.9148,-80.731,16183,316,1977,8,3.2472688993694185,90.05934499006752,0
180042946491150,8.53,60,344,313,639,33710,27.7898,-82.7243,341043,154,1989,2,2.254444717666111,87.26730656167864,0
4457732997086323712,75.17,290,252,322,239,95629,38.5234,-120.6763,832,225,1987,5,4.3329676843846965,126.6760503380572,0
213157767990030,5.11,303,54,40,615,82901,41.606,-109.23,27971,284,1984,8,1.809926773183504,116.88563699616817,0
213153151785052,119.79,258,76,157,712,54487,45.4963,-89.7273,9594,393,1997,11,4.794053500617187,100.60269220542759,0
180018375329178,11.5,232,439,821,487,49259,42.3703,-84.2485,2523,200,1988,3,2.5257286443082556,94.30298019861303,0
343668971234893,50.74,272,277,730,325,29061,33.9349,-80.8449,13717,74,1949,11,3.946231176757883,87.67824869384653,0
6011581063717667,13.79,152,317,365,85,63533,40.1959,-92.4333,805,329,1970,6,2.6939512767227085,100.79496676769134,0
4935858973307492,83.26,198,410,540,343,31042,32.8088,-83.174,1841,180,1975,6,4.433907256550871,89.41102635268203,0
4003989662068504,440.68,62,429,854,62,35022,33.3224,-86.9657,71463,360,1989,2,6.0905856379757894,93.13117264509236,0
180014262259255,44.95,44,305,3,84,36009,31.571,-86.2743,2566,173,1958,6,3.827553848801696,91.86937945523525,0
370348764075623,102.96,67,147,819,708,70466,30.5668,-90.482,8512,2,1951,9,4.6440062097732895,95.50561023437314,0
4661996144291812352,46.2,205,306,216,237,16034,40.8555,-79.7372,2054,298,1963,8,3.8543938925915096,89.5946033201219,0
3556613125071656,88.16,166,402,514,378,77566,29.0393,-95.4401,28739,192,1999,12,4.490432508517668,99.76018059576677,0
36913587729122,41.18,13,256,414,448,83646,43.6498,-116.4306,84106,233,1971,2,3.7419461750506287,124.3438364230411,0
4474324669797121,23.77,219,354,143,356,93529,37.7773,-119.0825,633,206,1927,9,3.209633243501268,124.93104578742627,0
4092452671396169728,7.07,148,401,439,73,28423,34.3091,-78.3372,2290,145,1945,12,2.0881534822818573,85.52094039853631,0
3536818734263520,1.88,121,132,832,189,50314,41.603,-93.633,222785,234,1981,8,1.0577902941478545,102.45949588983932,0
3500969075198072,1.47,188,357,10,701,99033,47.2271,-117.0819,895,83,1999,5,0.9042181506398859,126.24805060681135,0
3590736522064285,19.87,190,148,649,49,72011,34.5091,-92.4828,4074,383,1975,12,3.038312721089109,98.71142932127971,0
3575789281659026,4.24,206,436,679,124,64019,38.7897,-93.8702,2368,137,1989,7,1.6563214983329508,101.56896806667872,0
3512365128314616,39.19,114,210,827,26,63010,38.4305,-90.387,35439,242,1985,3,3.6936182084611096,98.21768221277674,0
3567879740649740,21.65,302,433,512,97,13615,44.0577,-76.0196,1271,331,1958,8,3.120159851929043,87.86387490573131,0
4449530933957323,5.12,113,260,740,713,94971,38.2427,-122.9145,337,295,1954,7,1.8115620965242347,128.72637031137015,0
4855853415727304704,49.35,175,3,162,787,54499,44.8232,-89.1665,3223,394,1954,6,3.9189986191645714,99.79871732888154,0
372382441451095,3.49,41,390,455,579,12466,41.8948,-73.9767,2471,209,1966,1,1.501852701754163,85.01603619276777,0
6011366578560244,7.16,1,378,76,443,17051,40.5046,-77.7186,4653,293,1997,7,2.0992441689760155,87.64019287473072,0
4457732997086323712,65.07,290,252,322,239,95629,38.5234,-120.6763,832,225,1987,5,4.190714786041794,126.6760503380572,0
213163860545705,68.67,216,399,723,36,30803,33.141,-82.515,741,78,1986,4,4.2437698090420275,88.92160089652008,0
4653879239169997,34.98,235,397,277,668,42171,37.0581,-86.1938,6841,440,1999,6,3.582963228522387,93.82256623035846,0
4003989662068504,2.4,62,429,854,62,35022,33.3224,-86.9657,71463,360,1989,2,1.2237754316221157,93.13117264509236,0
6593250708747804,130.31,225,268,213,416,33470,26.7383,-80.276,26551,305,1977,1,4.877560939870913,84.61189551646979,0
36485887555770,163.09,229,157,199,248,43321,40.4971,-82.8342,267,176,2005,1,5.100415057787059,92.20368646670262,0
3591919803438423,71.22,42,433,304,711,32780,28.5697,-80.8191,54767,395,1987,7,4.279717015849312,85.72021163587968,0
3587044315915002,51.25,63,348,453,265,38039,35.0659,-89.1534,1804,83,1974,10,3.9560398908449206,95.80159745207801,0
6511349151405438,15.03,265,291,666,630,89319,39.3426,-114.8859,450,235,1946,8,2.7744619666214616,121.43562160078895,0
30234966027947,146.76,219,221,640,498,53061,43.9446,-88.0911,5196,73,1978,1,4.995589335890984,98.44373910193579,0
213112402583773,4.14,13,188,426,81,29819,34.0326,-82.2027,1523,371,1984,6,1.6370530794670737,88.96910559317767,0
4653178848915022848,5.3,265,161,344,259,24340,36.7779,-81.7676,5657,81,1987,4,1.840549633397487,89.65798535640872,0
6595970453799027,174.47,122,147,642,688,7980,40.6774,-74.4968,2307,381,1969,9,5.167468088123044,84.87887888632837,0
60490596305,147.92,178,202,401,301,72341,34.8838,-90.7666,222,341,1963,5,5.003409249004516,97.23916483598572,0
2720433095629877,8.45,216,438,749,78,4287,44.0575,-69.9656,3224,153,1997,8,2.2460147415056513,82.68160913776413,0
2714019737356678,143.25,65,277,485,757,15377,39.9914,-80.4408,724,434,1995,8,4.971547905388209,89.83337007259607,0
4383521454815,51.19,162,342,183,340,46290,39.9347,-86.1633,910148,0,1987,9,3.9548909056553216,94.96786051596614,0
4446368897795790,55.78,270,206,772,33,23303,37.9073,-75.5089,741,198,1986,8,4.039184151044825,84.48998385903502,0
6011626928491360,87.44,132,341,567,64,38315,35.2289,-88.644,3876,394,1960,11,4.482324355989245,95.38780913308577,0
213112402583773,3.99,13,188,426,81,29819,34.0326,-82.2027,1523,371,1984,6,1.6074359097634274,88.96910559317767,0
4727244663135968,2.81,218,229,94,51,36507,30.8635,-87.7644,19090,381,1929,5,1.3376291891386096,93.03303466839077,0
4379260813815979520,9.38,309,199,806,529,94619,37.7878,-122.1884,381459,38,1974,1,2.3398808777377424,127.89809585525501,0
6540981358631302,41.74,48,395,128,190,48221,42.426,-83.15,673342,375,1967,6,3.755135249891002,93.3482082099062,0
676275912597,70.37,104,174,212,219,49629,44.8955,-85.4082,2223,67,1986,1,4.267877612982976,96.48920430540403,0
6011693194885790,107.29,321,120,252,682,55080,45.6675,-93.2433,2607,247,1995,12,4.6848128136402885,103.82597724625568,0
4471568287204,181.43,79,239,342,562,27311,36.4899,-79.4736,3402,232,1927,10,5.206366537800128,87.45036248621271,0
5152054598359927,19.22,156,202,760,280,70056,29.8872,-90.0331,55581,43,1972,9,3.006672213592325,94.86413347229816,0
3551217896304745,9.32,275,165,538,719,12986,44.232,-74.4905,6120,62,1976,10,2.334083760053417,86.63316001537748,0
2254917871818484,48.07,212,143,355,652,20687,38.0828,-76.3477,313,232,1976,3,3.893247850101812,85.31864363156508,0
3567527758368741,7.25,10,400,122,685,76951,31.8351,-101.0017,1143,384,1962,3,2.1102132003465894,105.90003302596274,0
4989847570577635328,60.47,318,7,187,590,29127,34.1832,-81.5324,8333,27,1994,7,4.118549250918918,88.40827682971769,0
371009169330125,157.0,255,45,370,510,31771,31.2462,-83.6549,5666,378,2003,9,5.062595033026967,89.29987294755799,0
3576511691045060,17.02,203,139,123,213,29081,33.1044,-81.0221,1352,157,1992,10,2.8914822521801917,87.52417944642497,0
4189814094741,5.02,145,115,310,597,35131,33.7367,-86.1619,4159,135,1998,2,1.7950872593207297,92.53128086490536,0
377550167323848,66.27,189,416,766,34,4210,44.0948,-70.239,23045,443,1958,9,4.208714372037514,82.93291570926468,0
4997733566924489,67.93,291,389,539,638,55128,44.9913,-92.9487,753116,185,1971,8,4.23309149689756,103.26508561648511,0
30551643947183,78.94,237,375,119,282,28073,35.1836,-81.4552,5621,445,1973,11,4.3812763532831775,88.72899929560798,0
38295635583927,8.98,50,43,809,525,79539,33.3749,-99.8473,178,455,1983,6,2.300583090323373,105.27757248008714,0
36721445180895,22.92,59,375,786,348,12093,42.4999,-74.6117,1666,122,1968,7,3.1747149290824312,85.86703253810511,0
4099707841315751,242.81,140,380,91,626,22968,38.2586,-78.4074,9815,111,1975,7,5.496389233433223,87.24357196217954,0
581293083266,78.65,327,392,369,377,73754,36.385,-98.0727,1078,321,1989,10,4.3776420363560575,104.60460176440614,0
374656033243756,34.9,84,229,127,23,22213,38.8954,-77.1633,207410,279,1984,7,3.580737295494233,86.41196102421239,0
3583635130604947,156.04,76,137,785,568,19149,40.0369,-75.0664,1526206,406,1985,1,5.056500549968206,85.07595295128935,0
4342532437704183,6.61,189,107,163,502,13811,42.2281,-76.1625,4354,191,1994,2,2.0294631718735947,87.08581305735164,0
630471368021,85.73,120,123,198,302,42049,36.5422,-88.3319,1480,115,1974,9,4.462799844696365,95.59213847618433,0
6596735789587928,43.87,288,433,90,745,55388,44.9595,-93.8482,5619,253,1959,1,3.803769419987892,104.06171862644784,0
30561214688470,41.45,122,281,384,10,18103,40.5891,-75.4645,166081,388,1998,10,3.7483269127573564,85.68760586607611,0
4220495028289516544,89.12,31,8,697,155,92882,33.8419,-117.6043,233717,460,1966,5,4.501142115564043,122.37665453059255,0
630484879808,50.81,135,312,712,309,93627,36.4992,-120.0936,123,127,1973,2,3.947583180826697,125.51758586588574,0
4514242065619750,21.67,142,56,852,387,82072,41.4247,-105.4781,35371,318,1988,9,3.1210424645194377,113.32093959061582,0
3564839259330465,55.09,265,11,101,578,94569,38.046,-122.1866,198,32,1959,3,4.026957543520246,127.97290078590858,0
3520550088202337,114.98,230,416,130,327,55606,47.8342,-90.0476,272,188,2001,7,4.7534177624482945,101.96411601833265,0
630424987505,51.37,150,32,259,704,26292,39.1505,-79.503,836,187,1981,8,3.9583339082913964,88.61991118958538,0
375974680629816,6.64,266,254,813,574,6782,41.6611,-73.0449,2376,210,1973,4,2.033397603178429,84.09045528013272,0
4653879239169997,51.56,235,397,277,668,42171,37.0581,-86.1938,6841,440,1999,6,3.961955374176355,93.82256623035846,0
6011438889172900,5.82,8,5,378,183,72042,34.2853,-91.3336,5161,136,1993,4,1.9198594718553708,97.55669267174856,0
5388659976630693,27.83,60,325,480,655,54654,43.2064,-90.9405,153,357,1962,2,3.3614165116503107,100.68250861599546,0
6011917798331152,26.42,327,202,463,672,5155,43.1699,-72.8515,828,382,1957,8,3.3112726741341683,84.6816468797106,0
4797297220948468736,4.4,109,41,307,539,47451,38.8938,-86.5246,1228,104,1991,3,1.6863989535702288,94.86429298529558,0
30270432095985,73.18,207,230,792,406,61454,40.6761,-91.0391,725,165,1972,11,4.306494572061445,99.71290207400445,0
3512365128314616,3.87,114,210,827,26,63010,38.4305,-90.387,35439,242,1985,3,1.5830939370944985,98.21768221277674,0
4427805710168,2.96,232,346,151,627,88355,33.3305,-105.6933,8874,253,2000,8,1.3762440252663892,110.82416656641276,0
5104807169438134,156.59,259,203,578,768,11978,40.8295,-72.6473,3255,182,1978,7,5.05999672363398,83.33473626009744,0
4561368699336875,3.93,245,229,585,139,29324,34.9906,-81.8327,167,282,1988,11,1.5953389880545987,88.9996229073472,0
4259996134423,21.21,174,202,802,330,67545,38.1485,-98.6408,215,330,1968,11,3.100542637906336,105.7606518365408,0
3559723917628303,69.28,219,190,560,610,60072,42.4048,-88.3054,928,303,1985,5,4.252487263318897,97.9592299489946,0
4169759661243568,7.09,141,57,496,389,17041,40.2236,-76.538,213,400,1972,2,2.0906287310704004,86.46388518312139,0
3545109339866548,3.66,184,358,710,469,38761,33.4783,-90.5142,2870,63,1999,3,1.5390154481375546,96.50708249931711,0
3596217206093829,14.16,275,330,207,67,52535,40.8626,-91.9534,888,54,1988,3,2.7186603802142257,100.62395266694705,0
4502539526809430016,31.11,291,85,85,28,72513,36.2201,-91.6421,2856,221,1926,8,3.4691675081014224,98.54019553674532,0
180014262259255,35.93,44,305,3,84,36009,31.571,-86.2743,2566,173,1958,6,3.6090242288644716,91.86937945523525,0
4855488158131690496,95.28,151,340,229,268,5654,44.1554,-72.4847,970,14,1993,9,4.567260612914871,84.87479651374724,0
4427805710168,42.91,232,346,151,627,88355,33.3305,-105.6933,8874,253,2000,8,3.782142084573626,110.82416656641276,0
3573030041201292,2.59,158,433,337,15,84002,40.3207,-110.436,302,380,1990,1,1.2781522025001875,117.56644480671346,0
38052002992326,15.71,19,232,327,138,77327,30.33,-95.0202,34153,49,1995,9,2.8160073426073025,99.74340734123736,0
36078114201167,11.54,67,185,829,421,41836,37.2692,-82.9161,798,176,1926,6,2.5289235352047745,90.90694642242693,0
4492491748959010,56.87,164,49,501,588,24878,37.3752,-81.6539,337,12,1986,10,4.058199115585747,89.80125255390372,0
2305336922781618,91.6,148,335,191,475,52572,40.6866,-92.6833,1132,330,1961,2,4.528289141652134,101.22051925597893,0
4981132848794,50.72,167,376,694,320,43985,40.0113,-80.9701,128,73,1946,4,3.945844553903657,90.31645044896307,0
2266735643685262,8.19,52,68,780,269,35747,34.4959,-86.259,5901,105,1972,7,2.2181159363675955,92.90092678660423,0
3576021480694169,8.7,85,153,816,714,66618,39.1329,-95.7023,163415,391,2004,12,2.272125885509337,103.39397510348464,0
3577578023716568,19.46,86,191,14,192,44412,41.0935,-81.0425,2644,145,1983,8,3.0184717605234805,90.86562908217826,0
4244953610136705536,75.04,67,299,714,608,8350,39.485,-74.8776,825,253,1991,7,4.331259517620229,84.65057712006457,0
3546897637165774,1.68,183,298,701,587,76678,31.6591,-96.8094,263,39,1956,5,0.9858167945227653,101.8545950910905,0
4890424426862857216,20.76,151,431,31,632,95827,38.5662,-121.3286,757530,258,1979,4,3.080073421987742,127.31056892654277,0
4904681492230012,4.79,207,236,516,158,12419,41.8467,-74.1038,722,94,1990,10,1.7561322915849038,85.10299333942373,0
4450831335606294,119.31,96,91,604,136,74536,34.5906,-95.38,1760,295,1972,1,4.7900717450454335,101.4586320051675,0
30118423745458,6.25,143,406,11,435,7747,40.4109,-74.238,30770,126,1993,4,1.9810014688665833,84.52408818088486,0
36721445180895,2.96,59,375,786,348,12093,42.4999,-74.6117,1666,122,1968,7,1.3762440252663892,85.86703253810511,0
6011329966782895,6.38,201,48,22,718,74131,36.0557,-96.0602,413574,423,1971,9,1.998773638612381,102.60397422385743,0
375904527651269,108.82,270,79,677,624,68973,40.4591,-98.5551,463,292,1948,5,4.698842661850726,106.5365970397966,0
30371006069917,85.41,265,198,799,699,62888,38.138000000000005,-89.2231,2135,120,1961,1,4.4591034098533076,97.03230708176531,0
3500969075198072,119.29,188,357,10,701,99033,47.2271,-117.0819,895,83,1999,5,4.789905494005981,126.24805060681135,0
3533800906065217,5.28,11,394,738,108,68932,40.2967,-98.737,493,411,1940,9,1.8373699804801074,106.64342079983182,0
342952484382519,8.93,183,204,542,205,6024,42.0158,-73.2913,647,94,1987,9,2.295560478057081,84.4804243912754,0
180069253480336,133.79,327,194,456,222,15834,41.5177,-78.2536,4533,351,1969,11,4.903718011750178,88.58524327589782,0
4319584480204988928,76.91,180,288,7,165,41810,37.1788,-82.695,502,67,1960,2,4.355554314342767,90.66822042171115,0
213141712584544,94.01,212,87,660,241,39073,32.153,-90.1217,19685,183,1984,12,4.553982149218658,95.68561135243898,0
4904681492230012,2.8,207,236,516,158,12419,41.8467,-74.1038,722,94,1990,10,1.33500106673234,85.10299333942373,0
4736845434667908096,89.71,313,147,48,14,12910,44.8816,-73.6408,2148,410,1953,5,4.507667604626853,86.23992951759642,0
6011724471098086,35.8,18,224,116,100,99323,46.1966,-118.9017,3684,286,1981,11,3.6054978451748854,127.56073108308058,0
375082648741747,11.73,280,23,268,256,56546,47.0999,-96.727,346,367,1976,12,2.543961412569315,107.58491115862856,0
180036456789979,8.79,210,356,849,39,53801,42.9207,-91.0685,878,377,1974,11,2.281361456542419,100.67600598325303,0
4939976756738216,103.65,232,203,328,620,78584,26.4215,-99.0025,18128,223,1990,11,4.650621448892009,102.46751030692606,0
213156747557083,27.36,1,360,646,261,91206,34.1556,-118.2322,172817,10,1982,7,3.344979701663927,123.06688477490604,0
4998109455173950,32.28,218,327,253,357,64114,38.9621,-94.5959,545147,104,1987,11,3.5049566159530077,102.30556941447519,0
30238755902988,9.57,83,443,484,707,76578,30.592,-97.2893,1766,326,1976,1,2.3580197998821464,101.9856772222943,0
3533800906065217,31.49,11,394,738,108,68932,40.2967,-98.737,493,411,1940,9,3.4809323496810087,106.64342079983182,0
4792627764422477824,76.92,212,266,705,182,66018,38.9462,-94.9714,5760,66,1978,10,4.3556826593342794,102.6468378100368,0
4099707841315751,14.06,140,380,91,626,22968,38.2586,-78.4074,9815,111,1975,7,2.7120422223717475,87.24357196217954,0
3586008444788268,480.56,76,135,0,345,98027,47.4974,-122.0107,50489,302,1984,2,6.177030834066826,130.9298053204464,0
4859525594182537,4.55,258,114,357,196,13755,42.0716,-75.0152,1228,350,1990,2,1.713797927758343,86.00755639826072,0
2383461948823908,162.58,247,403,584,556,4047,43.745,-70.9092,1892,37,1956,3,5.097302167306828,83.31710310398459,0
213156747557083,44.21,1,360,646,261,91206,34.1556,-118.2322,172817,10,1982,7,3.811318301306514,123.06688477490604,0
6547670341037171,75.53,49,206,125,128,19017,39.8839,-75.4669,348,262,1945,5,4.33768282082183,85.35794324384814,0
2248735346244816,47.66,138,425,267,729,67584,38.6411,-100.138,269,335,1962,11,3.8848573373553763,107.33477373717243,0
4410582919485061632,70.48,84,72,706,680,31329,32.3697,-81.3618,9034,439,1969,3,4.2694176902912275,87.56449039039741,0
38797410705641,50.76,15,397,526,526,12460,42.4069,-74.1528,277,202,1971,12,3.946617650192645,85.42237947663364,0
3534718226968689,75.02,207,234,294,195,62926,37.3712,-89.1349,2263,382,1984,9,4.330996463561102,96.65214424651944,0
30135235368675,13.99,10,433,18,338,64058,39.1412,-94.3515,123373,160,1992,11,2.7073833121145063,102.14812328031289,0
3533800906065217,22.31,11,394,738,108,68932,40.2967,-98.737,493,411,1940,9,3.1488824530476656,106.64342079983182,0
4939976756738216,2.14,232,203,328,620,78584,26.4215,-99.0025,18128,223,1990,11,1.144222799920162,102.46751030692606,0
4839043708100390,36.34,228,54,35,305,52563,41.1826,-92.3097,1583,197,1999,6,3.6200651381135764,101.07960851155886,0
3551512895305309,6.46,111,7,351,614,42273,37.2048,-86.8592,443,121,1947,7,2.0095554142156695,94.49189260291065,0
3586955669388457,47.32,29,347,209,72,15923,40.3673,-79.1605,1770,8,1994,12,3.8778455536265595,88.85889752602155,0
3513618443244549,72.66,11,316,824,248,57340,43.7588,-97.8712,355,181,1955,6,4.299459911016919,107.20822900729216,0
3551217896304745,25.59,275,165,538,719,12986,44.232,-74.4905,6120,62,1976,10,3.2805352052549286,86.63316001537748,0
3577578023716568,34.33,86,191,14,192,44412,41.0935,-81.0425,2644,145,1983,8,3.5647324613710536,90.86562908217826,0
3556613125071656,9.68,166,402,514,378,77566,29.0393,-95.4401,28739,192,1999,12,2.3683728335320486,99.76018059576677,0
213157767990030,129.83,303,54,40,615,82901,41.606,-109.23,27971,284,1984,8,4.873898770522785,116.88563699616817,0
6550399784335736,142.08,130,260,822,577,33981,26.9379,-82.2388,79008,357,1984,8,4.963403914390817,86.53826137524372,0
4623560839669,32.67,322,414,805,404,51453,42.2619,-94.5566,695,5,1954,7,3.516607233172983,103.57132226234249,0
