cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,trans_num,state_display,trans_date_trans_time_year,trans_date_trans_time_month,trans_date_trans_time_day,dob_year,dob_month,dob_day,is_fraud,log_amount,amount_bin_low,amount_bin_medium,amount_bin_high,distance_from_origin,category_risk
4292902571056973312,22,12,184.42,148,375,1,111,691,25,59871,45.8433,-113.8748,218,437,3525,25,2020,6,21,1995,8,16,0,5.222623522178837,0,1,0,122.75617389740525,0.12418300653594772
30501624614310,154,6,60.05,10,375,0,156,651,39,29939,32.6786,-81.2455,302,258,3276,39,2020,6,21,1973,5,4,0,4.111693200556713,0,1,0,87.57124053140963,0.3757309941520468
4514242065619750,465,0,99.27,142,56,0,852,387,49,82072,41.4247,-105.4781,35371,318,3583,49,2020,6,21,1988,9,2,0,4.607866547535834,0,1,0,113.32093959061582,0.08955223880597014
4745996322265,56,0,129.48,55,420,0,547,367,14,46346,41.4802,-86.6919,1423,347,3438,13,2020,6,21,1998,10,7,0,4.871219958312758,0,1,0,96.10459155342163,0.08955223880597014
3554849923339851,184,5,4.7,162,189,1,774,687,35,74074,36.1043,-97.0609,55345,52,2115,35,2020,6,21,1948,5,1,0,1.7404661748405046,1,0,0,103.5583834718368,0.5653370013755158
6011109736646996,143,12,25.91,258,109,0,536,780,26,28405,34.2651,-77.867,186140,164,1821,32,2020,6,21,1983,2,8,0,3.2924979647388146,1,0,0,85.07271458587648,0.12418300653594772
4599285557366057,218,10,6.88,218,433,0,2,104,15,67020,38.0261,-97.6666,1689,193,678,15,2020,6,21,1997,11,18,0,2.064327903869788,1,0,0,104.80815348421133,0.5869837296620776
4328928491302401,46,6,52.09,212,331,0,801,273,47,53129,42.9373,-87.9943,13973,256,3529,48,2020,6,21,1981,5,6,0,3.97198858659558,0,1,0,97.91122797606002,0.3757309941520468
4633065159406313,20,4,50.84,144,409,0,790,591,38,2908,41.8383,-71.4377,203571,291,1105,38,2020,6,21,1995,11,29,0,3.9481620520440193,0,1,0,82.78760975037267,0.588302752293578
501831082224,144,0,17.15,72,204,1,631,755,37,16878,40.9493,-78.3129,1762,31,730,37,2020,6,21,1962,5,4,0,2.8986705607108596,1,0,0,88.3728209174065,0.08955223880597014
676102124465,398,13,1214.23,240,262,0,762,491,4,94558,38.4549,-122.2564,94014,18,682,4,2020,6,21,1985,8,21,0,7.102688638271109,0,0,1,128.16164276010977,0.0
3521417320836166,654,12,8.04,16,179,0,67,340,14,46254,39.849,-86.272,910148,184,3828,13,2020,6,21,1975,11,30,0,2.201659174404085,1,0,0,95.03052554311168,0.12418300653594772
3586008444788268,488,5,3.06,76,135,0,0,345,46,98027,47.4974,-122.0107,50489,302,4376,46,2020,6,21,1984,2,29,0,1.4011829736136414,1,0,0,130.9298053204464,0.5653370013755158
372520049757633,533,0,77.47,208,330,0,391,599,22,56668,48.6031,-93.2977,136,58,3408,22,2020,6,21,2000,2,20,0,4.362716386139382,0,1,0,105.19848931852587,0.08955223880597014
675990301623,78,7,103.44,10,376,0,596,533,30,7439,41.0767,-74.5982,2456,394,2071,29,2020,6,21,1994,3,13,0,4.648612743830928,0,1,0,85.15977175949922,0.4032983508245877
213173753804333,430,6,116.15,167,410,1,722,514,14,46366,41.2244,-86.6966,5791,124,2031,13,2020,6,21,1959,10,7,0,4.763455164953805,0,1,0,95.99870627732439,0.3757309941520468
4503101193493052928,497,11,124.13,179,397,0,598,380,8,33811,27.9865,-82.0139,237282,83,4142,8,2020,6,21,1979,7,3,0,4.829353196876964,0,1,0,86.65750963107583,0.7554064131245339
6011329966782895,576,6,37.65,201,48,0,22,718,35,74131,36.0557,-96.0602,413574,423,3789,35,2020,6,21,1971,9,1,0,3.654546775033431,1,0,0,102.60397422385743,0.3757309941520468
30434173205605,63,9,3.87,197,215,0,708,656,36,97377,44.453,-123.1065,917,360,136,36,2020,6,21,1995,7,8,0,1.5830939370944985,1,0,0,130.88651401595965,0.6488946684005201
6011652924285713,684,10,28.54,181,375,0,174,619,23,65072,38.2911,-92.7059,1847,417,1264,24,2020,6,21,1988,10,26,0,3.3857452771032337,1,0,0,100.30250362787561,0.5869837296620776
4836998673805450,680,1,51.9,294,163,0,469,424,21,49854,46.0062,-86.2555,6469,446,3214,21,2020,6,21,1979,4,12,0,3.9684033388642534,0,1,0,97.75777063072788,0.06443298969072164
501899453424,572,10,7.87,154,100,0,50,249,1,35903,33.9845,-85.9077,67082,58,3141,0,2020,6,21,1970,1,8,0,2.1826747963214883,1,0,0,92.38549214860524,0.5869837296620776
3501942333500073,291,0,17.2,208,31,0,65,569,3,85086,33.8155,-112.1202,1312922,103,3566,2,2020,6,21,1999,11,30,0,2.9014215940827497,1,0,0,117.10861321136888,0.08955223880597014
2296006538441789,177,0,23.85,171,180,0,454,94,33,11217,40.6816,-73.9798,2504700,272,2602,31,2020,6,21,1999,9,1,0,3.2128577525426376,1,0,0,84.4275037330845,0.08955223880597014
340103199302564,61,7,127.27,287,97,0,789,257,26,27249,36.1183,-79.5685,12486,26,3956,32,2020,6,21,1934,2,9,0,4.854137417311759,0,1,0,87.38236542426624,0.4032983508245877
38797410705641,3,0,88.19,15,397,1,526,526,33,12460,42.4069,-74.1528,277,202,303,31,2020,6,21,1971,12,12,0,4.490768925678116,0,1,0,85.42237947663364,0.08955223880597014
38859492057661,415,6,42.03,104,357,1,537,420,12,83252,42.1808,-112.262,4154,287,1362,11,2020,6,21,1962,1,19,0,3.7618975468505083,1,0,0,119.92487870596327,0.3757309941520468
30143535920989,110,6,58.73,207,73,0,405,87,30,8014,39.8016,-75.3478,504,151,533,29,2020,6,21,1980,8,17,0,4.089834406744215,0,1,0,85.21419088039269,0.3757309941520468
6564459919350820,518,8,780.52,98,435,1,554,61,47,53803,42.5545,-90.3508,1306,355,2967,48,2020,6,21,1958,9,10,1,6.661240741344687,0,0,1,99.87067903488992,0.7415307402760352
2254917871818484,476,6,52.65,212,143,0,355,652,19,20687,38.0828,-76.3477,313,232,3176,19,2020,6,21,1976,3,26,0,3.9824814690767076,0,1,0,85.31864363156508,0.3757309941520468
6011366578560244,587,9,4.84,1,378,1,76,443,37,17051,40.5046,-77.7186,4653,293,1977,37,2020,6,21,1997,7,1,0,1.7647307968401356,1,0,0,87.64019287473072,0.6488946684005201
4708992452821239,201,7,323.1,143,416,1,312,154,2,72524,35.8184,-91.3375,376,111,171,3,2020,6,21,1938,9,8,0,5.781052110147502,0,1,0,98.10961565927165,0.4032983508245877
3576431665303017,679,10,64.92,154,417,0,644,569,3,85020,33.5623,-112.0559,1312922,98,3275,2,2020,6,21,1981,10,24,0,4.188441885601216,0,1,0,116.97415400890917,0.5869837296620776
5104807169438134,424,12,4.32,259,203,0,578,768,33,11978,40.8295,-72.6473,3255,182,4071,31,2020,6,21,1978,7,8,0,1.6714733033535532,1,0,0,83.33473626009744,0.12418300653594772
675909898057,7,6,36.74,67,173,1,95,25,33,10504,41.136,-73.7009,7987,430,1867,31,2020,6,21,1964,3,16,0,3.630720539940404,1,0,0,84.40375084562297,0.3757309941520468
3501509250702469,311,1,95.52,115,7,1,47,492,8,34112,26.1184,-81.7361,276002,340,496,8,2020,6,21,1979,1,2,0,4.569750240756831,0,1,0,85.80769698441975,0.06443298969072164
6011252220172077,634,13,7.73,227,440,1,186,13,11,51003,42.9782,-96.0173,1700,154,1606,14,2020,6,21,2001,12,19,0,2.166765369851511,1,0,0,105.19718425190858,0.0
4560004149983868416,481,11,15.56,289,408,0,180,148,5,80951,38.8881,-104.6556,525713,283,3167,5,2020,6,21,1992,5,9,0,2.8069901489571136,1,0,0,111.64711788922274,0.7554064131245339
630451534402,457,12,5.75,254,88,0,507,770,21,49895,46.3535,-86.6345,765,226,1964,21,2020,6,21,1972,6,12,0,1.9095425048844386,1,0,0,98.25570493615116,0.12418300653594772
30175986190993,248,6,21.4,258,48,0,54,783,22,56592,47.5375,-95.9941,516,25,975,22,2020,6,21,1966,6,7,0,3.109060958860994,1,0,0,107.11993811172596,0.3757309941520468
6011652924285713,594,1,76.08,181,375,0,174,619,23,65072,38.2911,-92.7059,1847,417,640,24,2020,6,21,1988,10,26,0,4.344843843546165,0,1,0,100.30250362787561,0.06443298969072164
343746486082492,48,12,8.13,148,284,1,731,121,21,49621,44.8605,-85.8138,3096,397,2164,21,2020,6,21,1975,10,11,0,2.211565694606877,1,0,0,96.83218850511436,0.12418300653594772
6564459919350820,446,0,620.33,98,435,1,554,61,47,53803,42.5545,-90.3508,1306,355,1226,48,2020,6,21,1958,9,10,1,6.431862341756169,0,0,1,99.87067903488992,0.08955223880597014
213156747557083,526,12,5.5,1,360,1,646,261,4,91206,34.1556,-118.2322,172817,10,1198,4,2020,6,21,1982,7,30,0,1.8718021769015913,1,0,0,123.06688477490604,0.12418300653594772
213155997615567,15,6,81.81,140,441,1,729,140,37,15727,40.5503,-79.3237,168,359,3576,37,2020,6,21,1978,10,4,0,4.416548827045609,0,1,0,89.08746383066475,0.3757309941520468
4005676619255478,236,11,1077.69,327,318,1,420,188,17,70726,30.459,-90.9027,71335,208,4421,17,2020,6,21,1994,5,31,1,6.983502620920317,0,0,1,95.86997208870982,0.7554064131245339
213175487106448,402,5,160.83,94,196,0,608,628,42,79548,33.0771,-99.959,932,314,3793,42,2020,6,21,1954,12,10,0,5.0865464015287944,0,1,0,105.28958270128152,0.5653370013755158
3533012926413100,588,11,8.36,222,28,0,103,43,33,13304,43.2237,-75.1612,1684,223,447,31,2020,6,21,1994,3,1,0,2.2364452904895007,1,0,0,86.70348451550261,0.7554064131245339
3566094707272327,132,0,163.38,193,383,0,428,504,4,91321,34.3795,-118.523,34882,204,1486,4,2020,6,21,1971,4,25,0,5.102180820720354,0,1,0,123.40847438182679,0.08955223880597014
630425673344,167,5,30.42,48,271,1,381,116,48,24927,38.388000000000005,-79.9906,365,401,1832,47,2020,6,21,1970,3,14,0,3.4474446328274753,1,0,0,88.72505075997421,0.5653370013755158
180081032825079,402,5,9.45,70,59,0,765,200,24,38740,34.047,-90.7652,466,447,1321,23,2020,6,21,1955,4,3,0,2.34660197841082,1,0,0,96.94080534037253,0.5653370013755158
3597337756918966,638,7,64.71,205,148,0,154,260,37,17327,39.7813,-76.7477,7565,230,2969,37,2020,6,21,1952,3,8,0,4.1852511209097765,0,1,0,86.44513453619005,0.4032983508245877
4260128500325,83,9,144.8,326,136,0,32,185,16,41812,37.2409,-82.7696,230,95,317,16,2020,6,21,1997,8,4,0,4.982235819574558,0,1,0,90.76172826125558,0.6488946684005201
371284100299909,204,1,5.28,129,392,0,82,304,42,79237,34.8698,-100.6806,513,127,2584,42,2020,6,21,1976,5,24,0,1.8373699804801074,1,0,0,106.54804629086354,0.06443298969072164
3581130339108561,681,1,57.81,126,438,1,558,3,34,44307,41.0695,-81.5488,272134,53,2901,34,2020,6,21,1964,3,15,0,4.074311908471865,0,1,0,91.3066843757345,0.06443298969072164
4561892980175,647,7,88.05,139,5,0,141,277,14,46143,39.596,-86.1309,78968,181,3029,13,2020,6,21,1968,2,10,0,4.489198009735671,0,1,0,94.79649334658956,0.4032983508245877
4067137330196900,261,7,14.12,65,105,0,296,216,1,35554,33.9315,-87.6194,1186,323,1555,0,2020,6,21,1986,11,12,0,2.716018370751387,1,0,0,93.96012956892939,0.4032983508245877
375974680629816,251,10,25.45,266,254,0,813,574,6,6782,41.6611,-73.0449,2376,210,1437,6,2020,6,21,1973,4,6,0,3.2752561583043085,1,0,0,84.09045528013272,0.5869837296620776
3576021480694169,338,12,59.64,85,153,0,816,714,15,66618,39.1329,-95.7023,163415,391,1776,15,2020,6,21,2004,12,30,0,4.104954741334116,0,1,0,103.39397510348464,0.12418300653594772
4716561796955522,170,5,64.74,201,7,0,88,303,25,59448,48.2777,-112.8456,743,457,1978,25,2020,6,21,1972,5,4,0,4.185707568236073,0,1,0,122.7390148104913,0.5653370013755158
374930071163758,653,7,48.89,82,110,1,550,621,21,48174,42.2203,-83.3583,31515,322,3553,21,2020,6,21,1971,11,5,0,3.909820581872946,1,0,0,93.44067589107004,0.4032983508245877
213174467670432,254,7,1.53,140,31,1,626,120,19,21913,39.4015,-75.8654,663,321,457,19,2020,6,21,1969,1,14,0,0.9282193027394289,1,0,0,85.48705819836123,0.4032983508245877
4587657402165341696,471,0,60.66,11,229,0,568,564,13,60958,41.0646,-87.5917,2135,350,4137,12,2020,6,21,2004,5,8,0,4.121635422458004,0,1,0,96.73989498676335,0.08955223880597014
4633065159406313,144,0,180.68,144,409,0,790,591,38,2908,41.8383,-71.4377,203571,291,27,38,2020,6,21,1995,11,29,0,5.202246897797303,0,1,0,82.78760975037267,0.08955223880597014
374656033243756,31,11,3.97,84,229,1,127,23,44,22213,38.8954,-77.1633,207410,279,1889,45,2020,6,21,1984,7,3,0,1.6034198401085376,1,0,0,86.41196102421239,0.7554064131245339
2222157926772399,373,0,17.6,12,140,0,541,716,42,75490,33.4235,-96.3398,2211,238,2483,42,2020,6,21,1987,2,26,0,2.9231615807191558,1,0,0,101.9729739504051,0.08955223880597014
3556613125071656,547,6,139.17,166,402,1,514,378,42,77566,29.0393,-95.4401,28739,192,3357,42,2020,6,21,1999,12,27,0,4.942855971674966,0,1,0,99.76018059576677,0.3757309941520468
4586260469584,153,13,6.26,226,393,0,30,476,23,64470,40.1362,-95.2138,1631,28,3395,24,2020,6,21,1953,1,20,0,1.9823798288367047,1,0,0,103.32754841222162,0.0
2285066385084291,292,11,1.06,261,43,1,155,306,24,39439,31.882,-88.9981,4573,175,3611,23,2020,6,21,1988,2,15,0,0.7227059828014898,1,0,0,94.53636193343807,0.7554064131245339
4939976756738216,128,1,79.2,232,203,0,328,620,42,78584,26.4215,-99.0025,18128,223,54,42,2020,6,21,1990,11,7,0,4.384523514872469,0,1,0,102.46751030692606,0.06443298969072164
344709867813900,222,12,5.17,157,189,0,271,654,8,33872,27.4703,-81.4872,50835,165,3007,8,2020,6,21,1986,1,30,0,1.8196988379172965,1,0,0,85.9929133471474,0.12418300653594772
2254917871818484,218,10,81.08,212,143,0,355,652,19,20687,38.0828,-76.3477,313,232,2544,19,2020,6,21,1976,3,26,0,4.407694381422459,0,1,0,85.31864363156508,0.5869837296620776
376445266762684,13,11,6.87,254,236,0,345,697,28,69165,41.1558,-101.136,1789,229,3292,26,2020,6,21,1982,2,11,0,2.063058062429312,1,0,0,109.18924108922087,0.7554064131245339
3528407217576457,533,0,79.8,246,225,0,635,368,41,37663,36.4715,-82.4834,87124,455,1946,41,2020,6,21,1987,2,14,0,4.39197696552705,0,1,0,90.18692581416666,0.08955223880597014
561942763351,131,6,28.94,225,43,0,305,742,7,20036,38.9087,-77.0414,601723,328,1737,7,2020,6,21,1986,3,14,0,3.3991953789914824,1,0,0,86.30912031558427,0.3757309941520468
3576511691045060,462,12,51.78,203,139,0,123,213,39,29081,33.1044,-81.0221,1352,157,4321,39,2020,6,21,1992,10,8,0,3.966132331075178,0,1,0,87.52417944642497,0.12418300653594772
30150717898388,49,1,45.48,257,231,1,534,548,1,35764,34.7031,-86.3068,653,304,3012,0,2020,6,21,1966,6,19,0,3.8390221125436557,1,0,0,93.02241061083076,0.06443298969072164
6011893664860915,189,0,33.89,112,66,0,316,400,5,80120,39.5994,-105.0044,320420,457,2023,5,2020,6,21,1975,7,31,0,3.5522002551986827,1,0,0,112.2231549178689,0.08955223880597014
372509258176510,80,5,32.41,191,162,0,236,262,21,48438,42.9147,-83.4845,6951,245,1163,21,2020,6,21,1985,6,18,0,3.508855256368665,1,0,0,93.8687020062598,0.5653370013755158
342035762534413,367,1,2.34,150,58,0,314,426,44,23106,37.7184,-77.186,976,144,2797,45,2020,6,21,1999,6,19,0,1.205970806988609,1,0,0,85.90900007892073,0.06443298969072164
3576021480694169,345,1,58.45,85,153,0,816,714,15,66618,39.1329,-95.7023,163415,391,86,15,2020,6,21,2004,12,30,0,4.085135623136791,0,1,0,103.39397510348464,0.06443298969072164
4926376199189801,598,6,141.81,68,91,0,732,126,2,72529,36.3011,-91.5281,4726,313,783,3,2020,6,21,1977,6,7,0,4.961515075464842,0,1,0,98.46401855916707,0.3757309941520468
2233882705243596,450,7,14.13,141,343,0,599,690,24,39769,33.357,-89.0473,1923,271,1246,23,2020,6,21,1960,1,16,0,2.7166795278002644,1,0,0,95.0900157024385,0.4032983508245877
3517814635263522,257,5,77.28,327,55,1,403,726,48,24983,37.5802,-80.5248,2443,63,4399,47,2020,6,21,1941,10,16,0,4.360292142527875,0,1,0,88.86233649347737,0.5653370013755158
3560318482131952,653,7,15.91,327,373,1,473,480,1,35651,34.4793,-87.4769,1312,251,1945,0,2020,6,21,1955,2,1,0,2.827905162910489,1,0,0,94.02675237452371,0.4032983508245877
30238755902988,159,5,83.11,83,443,0,484,707,42,76578,30.592,-97.2893,1766,326,2615,42,2020,6,21,1976,1,2,0,4.432125465974346,0,1,0,101.9856772222943,0.5653370013755158
60422928733,30,10,17.03,148,324,1,358,511,39,29860,33.6028,-81.9748,46944,391,3939,39,2020,6,21,1942,4,2,0,2.8920370372152258,1,0,0,88.59467254231487,0.5869837296620776
2264937662466770,44,10,10.21,169,368,1,535,641,42,78214,29.3641,-98.4924,1595797,241,3831,42,2020,6,21,1995,10,17,0,2.4168062370840686,1,0,0,102.77647214499046,0.5869837296620776
3540210836308425,191,7,52.02,293,441,1,818,692,42,79085,34.7437,-102.5064,53,185,1913,42,2020,6,21,1992,6,19,0,3.9706692008608795,0,1,0,108.23440640872938,0.4032983508245877
30197398657930,244,12,12.49,22,202,0,838,162,26,27522,36.1124,-78.6476,12335,70,1931,32,2020,6,21,1987,9,19,0,2.6019486702196644,1,0,0,86.54218866841767,0.12418300653594772
343472729187663,512,13,3.76,123,413,0,205,123,29,3816,43.6849,-71.2551,1368,299,1765,28,2020,6,21,1971,8,5,0,1.5602476682433286,1,0,0,83.58025941584532,0.0
6011329966782895,292,11,1.57,201,48,0,22,718,35,74131,36.0557,-96.0602,413574,423,814,35,2020,6,21,1971,9,1,0,0.9439058989071284,1,0,0,102.60397422385743,0.7554064131245339
4707867759656333,95,6,4.59,294,365,0,788,161,16,40820,36.7558,-83.1838,581,346,1921,16,2020,6,21,1967,2,4,0,1.7209792871670078,1,0,0,90.94247311394166,0.3757309941520468
4155021259183870,652,1,6.36,260,307,0,150,485,35,73559,34.7032,-98.9591,540,368,4398,35,2020,6,21,1983,10,12,0,1.9960599327407849,1,0,0,104.86760969455727,0.06443298969072164
180094419304907,670,6,45.83,281,375,0,153,693,4,92585,33.7467,-117.1721,54287,112,1644,4,2020,6,21,1972,9,22,0,3.8465240231954505,1,0,0,121.93498587075,0.3757309941520468
6011552879910390,387,0,76.87,265,233,1,477,407,49,82936,41.0552,-110.1603,49,371,2256,49,2020,6,21,1981,7,5,0,4.355040769588895,0,1,0,117.56198851299685,0.08955223880597014
2297447006766555,191,7,14.18,200,411,0,545,131,13,61830,39.9972,-88.6962,478,243,3110,12,2020,6,21,1960,1,13,0,2.719978771967484,1,0,0,97.29744036859347,0.4032983508245877
373043435942726,480,1,66.1,322,336,1,181,52,42,77417,29.479,-95.9681,2457,447,3658,42,2020,6,21,1981,3,4,0,4.206184043977636,0,1,0,100.39366343853581,0.06443298969072164
4070511711385545,280,1,17.01,291,184,0,404,233,42,78113,28.9814,-98.0156,2435,158,3985,42,2020,6,21,1967,4,9,0,2.8909271591878647,1,0,0,102.21046614373697,0.06443298969072164
2720433095629877,416,11,4.05,216,438,1,749,78,20,4287,44.0575,-69.9656,3224,153,2507,18,2020,6,21,1997,8,22,0,1.6193882432872684,1,0,0,82.68160913776413,0.7554064131245339
4067137330196900,112,5,348.33,65,105,0,296,216,1,35554,33.9315,-87.6194,1186,323,3921,0,2020,6,21,1986,11,12,0,5.85601703418262,0,1,0,93.96012956892939,0.5653370013755158
375534208663984,681,1,52.55,316,138,1,379,194,44,24433,38.4207,-79.4629,99,107,2123,45,2020,6,21,1986,3,28,0,3.980615796893758,0,1,0,88.26382421411391,0.06443298969072164
180094419304907,665,12,9.38,281,375,0,153,693,4,92585,33.7467,-117.1721,54287,112,1237,4,2020,6,21,1972,9,22,0,2.3398808777377424,1,0,0,121.93498587075,0.12418300653594772
36913587729122,158,10,6.6,13,256,0,414,448,12,83646,43.6498,-116.4306,84106,233,3688,11,2020,6,21,1971,2,11,0,2.028148247292285,1,0,0,124.3438364230411,0.5869837296620776
213154573301411,168,7,57.77,67,367,1,368,91,14,47515,38.1981,-86.6821,965,214,3436,13,2020,6,21,1982,2,10,0,4.073631520624559,0,1,0,94.7252938977758,0.4032983508245877
376445266762684,105,5,68.81,254,236,0,345,697,28,69165,41.1558,-101.136,1789,229,388,26,2020,6,21,1982,2,11,0,4.24577726598231,0,1,0,109.18924108922087,0.5653370013755158
630423337322,251,10,43.41,291,145,0,394,541,46,99160,48.8878,-118.2105,149,400,513,46,2020,6,21,1978,6,21,0,3.7934646693040106,1,0,0,127.92083215446185,0.5869837296620776
3576021480694169,471,0,18.52,85,153,0,816,714,15,66618,39.1329,-95.7023,163415,391,3327,15,2020,6,21,2004,12,30,0,2.9714395809849465,1,0,0,103.39397510348464,0.08955223880597014
180042946491150,26,7,13.62,60,344,1,313,639,8,33710,27.7898,-82.7243,341043,154,915,8,2020,6,21,1989,2,28,0,2.6823904543216326,1,0,0,87.26730656167864,0.4032983508245877
4716561796955522,435,10,8.84,201,7,0,88,303,25,59448,48.2777,-112.8456,743,457,3123,25,2020,6,21,1972,5,4,0,2.286455711064162,1,0,0,122.7390148104913,0.5869837296620776
372509258176510,208,11,3.11,191,162,0,236,262,21,48438,42.9147,-83.4845,6951,245,1830,21,2020,6,21,1985,6,18,0,1.413423028508143,1,0,0,93.8687020062598,0.7554064131245339
3559160581764413,432,0,74.93,7,23,1,623,634,33,14778,42.2701,-78.6847,1453,445,1128,31,2020,6,21,1974,2,15,0,4.329811863225142,0,1,0,89.31989346220696,0.08955223880597014
4610064888664703,259,10,2.63,300,239,0,308,689,33,13469,43.2229,-75.2899,847,414,4212,31,2020,6,21,1996,1,11,0,1.2892326482767593,1,0,0,86.81467690673047,0.5869837296620776
6011109736646996,183,13,7.88,258,109,0,536,780,26,28405,34.2651,-77.867,186140,164,140,32,2020,6,21,1983,2,8,0,2.1838015570040787,1,0,0,85.07271458587648,0.0
6011893664860915,655,7,29.14,112,66,0,316,400,5,80120,39.5994,-105.0044,320420,457,2307,5,2020,6,21,1975,7,31,0,3.4058531931983493,1,0,0,112.2231549178689,0.4032983508245877
213180742685905,14,5,16.49,183,387,0,8,113,4,95528,40.507,-123.9743,1139,439,3429,4,2020,6,21,1951,1,15,0,2.8616292890305104,1,0,0,130.42409328605663,0.5653370013755158
213112402583773,291,0,19.09,13,188,0,426,81,39,29819,34.0326,-82.2027,1523,371,3468,39,2020,6,21,1984,6,3,0,3.000222178826843,1,0,0,88.96910559317767,0.08955223880597014
38588538868506,67,12,7.32,139,86,0,279,429,42,79842,30.1886,-103.2214,498,250,3481,42,2020,6,21,1990,11,23,0,2.1186622548331173,1,0,0,107.54538106269372,0.12418300653594772
3560725013359375,244,12,842.65,47,375,0,573,524,42,79759,31.8599,-102.7413,23,106,4287,42,2020,6,21,1969,9,15,1,6.737737716644347,0,0,1,107.56778306584178,0.12418300653594772
6597248210463122,399,6,146.57,196,440,1,544,775,11,50598,43.0261,-94.4064,912,300,3192,14,2020,6,21,1968,5,16,0,4.994302639475358,0,1,0,103.74880067822471,0.3757309941520468
571365235126,255,5,7.06,26,389,0,5,215,21,49628,44.5995,-86.2141,372,175,1590,21,2020,6,21,1995,7,12,0,2.0869135565185366,1,0,0,97.0669173254204,0.5653370013755158
370612217861404,125,7,107.39,10,119,0,275,90,37,19007,40.1159,-74.8536,21125,6,2192,37,2020,6,21,1985,5,25,0,4.685735833827659,0,1,0,84.92553718269906,0.4032983508245877
6011917798331152,276,6,53.54,327,202,1,463,672,45,5155,43.1699,-72.8515,828,382,3606,44,2020,6,21,1957,8,30,0,3.9989343774174424,0,1,0,84.6816468797106,0.3757309941520468
4986925034905735,163,6,75.46,111,148,0,791,342,16,40336,37.6858,-83.9862,13061,131,1003,16,2020,6,21,1959,6,18,0,4.336767728268267,0,1,0,92.0537957505284,0.3757309941520468
3583635130604947,471,0,139.32,76,137,0,785,568,37,19149,40.0369,-75.0664,1526206,406,1136,37,2020,6,21,1985,1,1,0,4.943925528623873,0,1,0,85.07595295128935,0.08955223880597014
4070511711385545,289,13,5.61,291,184,0,404,233,42,78113,28.9814,-98.0156,2435,158,1757,42,2020,6,21,1967,4,9,0,1.888583653863595,1,0,0,102.21046614373697,0.0
345060451158891,541,7,30.54,42,316,1,695,29,18,1330,42.5232,-72.811,1506,336,4240,20,2020,6,21,1960,4,3,0,3.451256581534892,1,0,0,84.31882505846485,0.4032983508245877
4464457352619,619,5,9.83,39,346,0,93,385,8,32323,29.8826,-84.5964,217,429,2513,8,2020,6,21,1990,1,24,0,2.382320061012899,1,0,0,89.71912101508798,0.5653370013755158
4560395181594436096,69,6,253.8,16,389,0,571,381,4,95453,39.047,-122.9328,11256,321,2234,4,2020,6,21,1972,10,18,0,5.540478923698008,0,1,0,128.98504380291538,0.3757309941520468
4334230547694630,14,5,60.82,278,243,1,665,246,49,83120,43.0172,-111.0292,471,134,1070,49,2020,6,21,1967,8,2,0,4.124226936703971,0,1,0,119.0712507219102,0.5653370013755158
3531129874770000,113,10,12.74,284,273,0,840,83,45,5733,43.8065,-73.0882,5895,386,3522,44,2020,6,21,1975,7,13,0,2.620311286794203,1,0,0,85.21088206027443,0.5869837296620776
30029052116970,574,5,63.4,77,442,1,397,231,33,14733,42.1239,-79.1895,3833,276,940,31,2020,6,21,1970,10,9,0,4.165113633110308,0,1,0,89.69615299141876,0.5653370013755158
4952583804639909,186,6,129.63,246,346,0,363,741,34,44483,41.2639,-80.8164,75903,258,2559,34,2020,6,21,1957,4,5,0,4.872368899498472,0,1,0,90.74139051265415,0.3757309941520468
4292902571056973312,629,13,569.96,148,375,1,111,691,25,59871,45.8433,-113.8748,218,437,3778,25,2020,6,21,1995,8,16,0,6.347319154662812,0,0,1,122.75617389740525,0.0
4777065439639721,2,1,60.7,251,52,1,74,530,37,19456,40.1334,-75.4536,737,296,2202,37,2020,6,21,1987,4,24,0,4.122283930911342,0,1,0,85.46306540558909,0.06443298969072164
2706977570537524,338,12,125.84,84,364,1,435,790,34,45698,39.283,-82.3977,341,3,94,34,2020,6,21,1978,12,18,0,4.842926449670147,0,1,0,91.28272045841973,0.12418300653594772
372246459334925,89,6,97.79,262,244,1,49,184,40,57732,44.3566,-103.6999,1979,280,1412,40,2020,6,21,1970,3,13,0,4.592996385056383,0,1,0,112.7881962954014,0.3757309941520468
4683638447911,144,0,82.16,82,40,1,778,212,17,70531,30.251,-92.5002,1261,46,3212,17,2020,6,21,1972,7,1,0,4.420766462989812,0,1,0,97.32116933658371,0.08955223880597014
4861310130652566528,485,6,65.41,24,84,0,586,633,17,70774,30.2385,-90.8435,10076,413,4134,17,2020,6,21,1977,12,16,0,4.195847647552622,0,1,0,95.74397304530453,0.3757309941520468
581686439828,601,7,127.01,199,186,1,793,141,37,16314,41.5205,-80.0573,5507,376,1173,37,2020,6,21,1973,7,28,0,4.852108385868018,0,1,0,90.1838300558365,0.4032983508245877
676102124465,499,11,2.29,240,262,0,762,491,4,94558,38.4549,-122.2564,94014,18,384,4,2020,6,21,1985,8,21,0,1.1908875647772805,1,0,0,128.16164276010977,0.7554064131245339
30029052116970,591,6,24.36,77,442,1,397,231,33,14733,42.1239,-79.1895,3833,276,1643,31,2020,6,21,1970,10,9,0,3.233173129569025,1,0,0,89.69615299141876,0.3757309941520468
